gene_id,REF
FUN_000187,
FUN_000216,
FUN_009424,
FUN_002253,141-142
FUN_000356,
FUN_011022,
FUN_007536,
FUN_016642,
FUN_005433,
FUN_008748,
FUN_006959,
FUN_006478,
FUN_015598,
FUN_015609,
FUN_002071,
FUN_005912,
FUN_009597,
FUN_009606,
FUN_000174,
FUN_007817,
FUN_011200,
FUN_011191,
FUN_007485,
FUN_007714,
FUN_016460,
FUN_009905,
FUN_005580,
FUN_005611,
FUN_012069,335-359
FUN_001218,
FUN_001189,
FUN_012129,
FUN_001358,
FUN_016520,
FUN_007654,
FUN_009845,986-994
FUN_005751,
FUN_005852,
FUN_002131,
FUN_009746,
FUN_011340,789-791
FUN_007957,
FUN_000034,
FUN_006538,"1346-1348,1809-1811"
FUN_015749,
FUN_005943,
FUN_002020,
FUN_009657,
FUN_007846,2351-2356
FUN_000125,
FUN_011251,222-222
FUN_006429,
FUN_015658,
FUN_001249,
FUN_016431,
FUN_009954,
FUN_005640,"15-16,210-212,1340-1342"
FUN_016571,1039-1075
FUN_007594,
FUN_007605,
FUN_009814,
FUN_005491,
FUN_005700,
FUN_012178,
FUN_001309,
FUN_001098,
FUN_006569,
FUN_015489,
FUN_015718,
FUN_002160,
FUN_005803,
FUN_009486,
FUN_009717,
FUN_011311,
FUN_011080,
FUN_000065,
FUN_007906,
FUN_009410,431-466
FUN_009781,1732-1847
FUN_002267,
FUN_005895,
FUN_000362,
FUN_007990,"314-316,1707-1707"
FUN_011387,
FUN_011016,
FUN_004868,
FUN_007502,
FUN_007693,
FUN_016676,
FUN_005407,
FUN_005796,1516-1518
FUN_009882,
FUN_016736,534-551
FUN_007442,"687-707,1068-1076,1161-1169"
FUN_005547,
FUN_004928,
FUN_009550,
FUN_002327,
FUN_011156,
FUN_016835,
FUN_000222,
FUN_009441,
FUN_002236,
FUN_000333,"1-6,109-109"
FUN_011047,"576-576,1214-1214"
FUN_007553,
FUN_016627,
FUN_005456,
FUN_004839,
FUN_004979,"519-520,1042-1047"
FUN_016767,
FUN_007413,
FUN_007782,
FUN_005516,
FUN_005687,1315-1320
FUN_009993,
FUN_009501,2744-2744
FUN_009690,
FUN_002376,
FUN_005984,
FUN_016864,
FUN_011296,
FUN_011107,
FUN_000273,
FUN_007881,
FUN_003238,
FUN_010049,
FUN_016545,
FUN_007631,
FUN_009820,
FUN_005734,
FUN_005837,
FUN_002154,
FUN_009723,
FUN_011325,
FUN_007932,55-107
FUN_000051,
FUN_004458,
FUN_004689,
FUN_004518,
FUN_002014,
FUN_005977,
FUN_002385,
FUN_009663,1-3
FUN_000111,
FUN_007872,
FUN_000280,
FUN_011265,
FUN_007771,
FUN_016794,
FUN_016405,
FUN_009960,
FUN_005674,
FUN_003378,
FUN_010109,
FUN_010298,"588-594,2555-2574,6028-6036"
FUN_016685,
FUN_016514,
FUN_007660,1243-1244
FUN_009871,
FUN_005765,
FUN_003269,
FUN_010018,
FUN_010389,
FUN_004798,
FUN_002105,
FUN_005866,539-539
FUN_002294,
FUN_009772,
FUN_011374,
FUN_007963,
FUN_000391,
FUN_005926,
FUN_002045,"1-136,152-152,158-173,343-343"
FUN_009632,
FUN_007823,
FUN_000140,"1635-1637,4572-4583"
FUN_011234,"279-281,723-725"
FUN_004549,
FUN_003329,
FUN_010158,
FUN_007720,701-704
FUN_016454,
FUN_009931,
FUN_005625,
FUN_010756,
FUN_001422,
FUN_003527,
FUN_008350,
FUN_002948,
FUN_004347,
FUN_010855,
FUN_006242,
FUN_004207,
FUN_004196,
FUN_006302,
FUN_006093,
FUN_010915,
FUN_002808,
FUN_001562,
FUN_010587,514-518
FUN_010616,
FUN_003467,
FUN_012482,
FUN_008210,"177-185,946-954,9930-9930"
FUN_008181,610-610
FUN_002919,150-215
FUN_010496,
FUN_010707,
FUN_001473,1302-1304
FUN_003576,
FUN_008301,
FUN_008090,
FUN_004316,
FUN_004087,
FUN_010804,
FUN_006213,
FUN_006182,
FUN_004256,
FUN_006353,
FUN_010944,
FUN_001533,696-697
FUN_010647,"1-3,289-352"
FUN_003436,
FUN_008241,
FUN_002859,
FUN_011709,
FUN_011498,
FUN_002578,
FUN_003917,
FUN_004074,
FUN_015300,
FUN_001812,
FUN_006171,"1199-1213,2878-2880,3005-3010"
FUN_001711,67-69
FUN_001480,
FUN_010465,867-869
FUN_008063,
FUN_003614,
FUN_003585,
FUN_012560,235-240
FUN_005089,
FUN_005318,
FUN_016169,
FUN_005258,2005-2006
FUN_016029,401-514
FUN_010525,
FUN_001651,
FUN_008123,
FUN_012420,
FUN_003754,
FUN_004134,
FUN_003857,
FUN_006031,
FUN_001952,187-195
FUN_002438,
FUN_004025,
FUN_003946,
FUN_015351,
FUN_006120,
FUN_001843,"2810-2810,7645-7769"
FUN_011758,
FUN_002529,
FUN_005349,
FUN_016138,4414-4501
FUN_001740,
FUN_010434,
FUN_008032,534-538
FUN_003645,
FUN_012531,
FUN_010574,
FUN_001600,
FUN_001591,
FUN_008172,
FUN_012471,
FUN_003705,
FUN_003494,
FUN_005198,
FUN_005209,1-2
FUN_016078,
FUN_011618,
FUN_011589,
FUN_002469,
FUN_003806,
FUN_004165,
FUN_001903,
FUN_006060,
FUN_003890,
FUN_004262,
FUN_015287,
FUN_001995,
FUN_006367,
FUN_009119,
FUN_009288,
FUN_000968,1502-1507
FUN_001696,
FUN_001507,
FUN_010673,
FUN_003793,
FUN_003402,
FUN_008275,
FUN_010733,
FUN_001447,
FUN_003542,
FUN_008335,
FUN_000828,
FUN_009059,1105-1135
FUN_004322,
FUN_010830,
FUN_006227,
FUN_009148,
FUN_004233,448-453
FUN_006336,1373-1376
FUN_010921,
FUN_001556,
FUN_010622,
FUN_003453,
FUN_008224,
FUN_000939,
FUN_000879,
FUN_010762,
FUN_001787,
FUN_001416,
FUN_003682,
FUN_003513,"967-969,1229-1237"
FUN_008364,
FUN_015396,
FUN_003981,
FUN_004373,
FUN_010861,
FUN_001884,
FUN_006276,
FUN_009008,
FUN_009399,
FUN_007338,
FUN_010540,338-346
FUN_001634,
FUN_008146,
FUN_012445,
FUN_003731,
FUN_004151,
FUN_003832,
FUN_006054,
FUN_001937,
FUN_000558,
FUN_000418,
FUN_000789,
FUN_004380,
FUN_003972,
FUN_004011,"220-225,440-442"
FUN_015365,
FUN_006285,
FUN_001877,
FUN_006114,
FUN_010892,
FUN_001774,
FUN_010400,
FUN_010791,
FUN_008397,917-919
FUN_008006,
FUN_003671,
FUN_012505,
FUN_007278,
FUN_010511,1450-1452
FUN_010680,
FUN_001665,1922-1925
FUN_008286,
FUN_008117,
FUN_012414,
FUN_003760,33-35
FUN_007369,
FUN_000509,1018-1020
FUN_000698,12-12
FUN_015274,
FUN_004291,
FUN_003863,
FUN_004100,"149-149,253-253"
FUN_010983,
FUN_006394,
FUN_001966,
FUN_006005,
FUN_004040,
FUN_003923,
FUN_015334,
FUN_006145,
FUN_001826,
FUN_000449,
FUN_007229,
FUN_001725,
FUN_010451,
FUN_008057,
FUN_003620,
FUN_012554,
FUN_000459,
FUN_001836,"12-12,81-81,683-685"
FUN_006155,"2617-2622,3051-3086"
FUN_003933,
FUN_004050,
FUN_015324,
FUN_003630,
FUN_012544,
FUN_008047,547-549
FUN_001735,
FUN_010441,"1043-1051,1376-1376"
FUN_007239,
FUN_007379,
FUN_012404,
FUN_003770,
FUN_008107,
FUN_008296,
FUN_010690,
FUN_010501,
FUN_001675,999-1109
FUN_010993,
FUN_006015,
FUN_001976,1927-1929
FUN_006384,"2321-2323,2451-2453"
FUN_015264,
FUN_004110,
FUN_003873,
FUN_004281,1571-1579
FUN_000688,3483-3487
FUN_000519,
FUN_006104,
FUN_001867,
FUN_006295,
FUN_010882,
FUN_004001,"59-61,107-111"
FUN_003962,
FUN_004390,
FUN_015375,
FUN_000799,451-459
FUN_000408,"4594-4599,4755-4757"
FUN_007268,
FUN_003661,
FUN_012515,
FUN_008016,
FUN_008387,
FUN_001764,
FUN_010781,
FUN_010410,
FUN_012455,"194-196,498-504,587-587,1062-1064"
FUN_003721,
FUN_008156,
FUN_010550,
FUN_001624,
FUN_007328,
FUN_000548,
FUN_001927,
FUN_006044,
FUN_003822,
FUN_004141,
FUN_008374,642-749
FUN_003503,
FUN_003692,
FUN_010772,
FUN_001406,
FUN_001797,
FUN_000869,
FUN_009389,
FUN_009018,
FUN_010871,
FUN_006266,
FUN_001894,
FUN_015386,3457-3555
FUN_004363,
FUN_003991,"680-688,1310-1318"
FUN_006326,
FUN_010931,
FUN_004223,
FUN_009158,
FUN_000929,230-233
FUN_008234,
FUN_003443,"940-948,2725-2726"
FUN_001546,
FUN_010632,
FUN_000838,
FUN_008325,
FUN_003552,
FUN_010723,481-604
FUN_001457,
FUN_010820,"45-47,140-141,893-895"
FUN_006237,
FUN_004332,
FUN_009049,1-7
FUN_009298,
FUN_009109,"937-945,1022-1024,1084-1086"
FUN_006377,
FUN_001985,
FUN_010960,
FUN_004272,
FUN_003880,187-189
FUN_015297,606-724
FUN_008265,
FUN_003412,
FUN_003783,
FUN_001517,
FUN_001686,
FUN_010663,
FUN_000978,
FUN_016068,
FUN_005219,4459-4464
FUN_005188,
FUN_012461,
FUN_003484,255-263
FUN_003715,
FUN_008162,
FUN_010564,
FUN_001581,
FUN_001610,
FUN_006070,
FUN_001913,2314-2316
FUN_004175,
FUN_003816,
FUN_002479,
FUN_011599,
FUN_011608,
FUN_002539,
FUN_011748,
FUN_001853,
FUN_006130,
FUN_003956,
FUN_004035,541-564
FUN_015341,
FUN_003655,859-885
FUN_012521,752-786
FUN_008022,
FUN_001750,
FUN_010424,966-974
FUN_016128,
FUN_005359,928-930
FUN_012430,
FUN_003744,
FUN_008133,
FUN_010535,
FUN_001641,
FUN_016039,
FUN_005248,
FUN_002428,"33-35,255-257"
FUN_001942,
FUN_006021,
FUN_015250,
FUN_003847,
FUN_004124,
FUN_006161,
FUN_001802,
FUN_004064,
FUN_003907,2602-2607
FUN_015310,
FUN_002568,30-35
FUN_011488,
FUN_011719,
FUN_016179,
FUN_005308,
FUN_005099,591-593
FUN_003595,
FUN_003604,
FUN_008073,
FUN_001490,
FUN_001701,
FUN_010475,"2639-2641,6372-6377"
FUN_006343,
FUN_010954,
FUN_004246,
FUN_002849,178-233
FUN_008251,
FUN_003426,"96-96,228-228,727-729,745-748"
FUN_001523,
FUN_010657,
FUN_008080,"1-10,33-33,48-50"
FUN_008311,1105-1122
FUN_003566,
FUN_010717,
FUN_001463,
FUN_002909,
FUN_010814,
FUN_006192,
FUN_006203,
FUN_004097,
FUN_004306,
FUN_006083,
FUN_006312,
FUN_010905,
FUN_004186,
FUN_004217,
FUN_008191,
FUN_008200,
FUN_003477,
FUN_012492,
FUN_001572,
FUN_010606,879-884
FUN_010597,
FUN_002818,
FUN_002958,"6946-6946,10324-10324"
FUN_008340,
FUN_003537,577-577
FUN_010746,
FUN_001432,
FUN_010845,
FUN_006252,
FUN_004357,"1575-1577,1760-1765"
FUN_004559,"1-6,818-848"
FUN_000150,860-862
FUN_007833,
FUN_011224,
FUN_009622,"552-554,3214-3293,3739-3741,3787-3858"
FUN_002055,
FUN_005936,157-162
FUN_005635,
FUN_009921,
FUN_007730,
FUN_016444,672-792
FUN_010148,447-450
FUN_003339,1331-1333
FUN_010399,
FUN_010008,789-905
FUN_003279,
FUN_005775,
FUN_009861,
FUN_016504,
FUN_016695,
FUN_007670,
FUN_011364,
FUN_000381,
FUN_007973,
FUN_000010,
FUN_009762,288-291
FUN_002284,"616-640,769-787"
FUN_005876,1094-1094
FUN_002115,
FUN_004419,1-3
FUN_004788,
FUN_000290,
FUN_007862,
FUN_000101,
FUN_011275,
FUN_009673,
FUN_002395,321-323
FUN_005967,167-178
FUN_002004,
FUN_004508,1944-1946
FUN_004699,1270-1278
FUN_010288,
FUN_010119,
FUN_003368,
FUN_005664,
FUN_009970,5207-5209
FUN_007761,214-216
FUN_016415,
FUN_016784,
FUN_005724,
FUN_009830,
FUN_016555,
FUN_007621,
FUN_010059,
FUN_003228,
FUN_004448,1260-1369
FUN_011335,
FUN_000041,
FUN_007922,
FUN_009733,
FUN_002144,
FUN_005827,
FUN_009983,
FUN_005697,
FUN_005506,"385-387,2168-2177"
FUN_016777,
FUN_007792,
FUN_007403,
FUN_004969,
FUN_011117,
FUN_011286,
FUN_016874,
FUN_007891,
FUN_000263,
FUN_005994,
FUN_002366,
FUN_009680,
FUN_009511,
FUN_000323,
FUN_011057,
FUN_002226,
FUN_009451,41-47
FUN_004829,16880-16888
FUN_005446,
FUN_007543,
FUN_016637,
FUN_004938,65-65
FUN_005557,
FUN_016726,763-763
FUN_007452,
FUN_016825,1733-1821
FUN_011146,688-810
FUN_000232,
FUN_002337,"207-212,596-601,610-618"
FUN_009540,
FUN_007980,
FUN_000372,
FUN_011006,
FUN_011397,
FUN_005885,
FUN_002277,
FUN_009791,
FUN_009400,802-804
FUN_009892,
FUN_005786,
FUN_005417,
FUN_007683,
FUN_007512,
FUN_016666,
FUN_004878,
FUN_001088,
FUN_001319,741-741
FUN_012168,
FUN_005710,
FUN_005481,
FUN_009804,
FUN_016561,
FUN_007615,806-842
FUN_007584,
FUN_011090,758-881
FUN_011301,
FUN_007916,
FUN_000075,
FUN_009707,1240-1247
FUN_009496,
FUN_005813,
FUN_002170,
FUN_015708,
FUN_015499,
FUN_006579,
FUN_015648,
FUN_006439,
FUN_000135,
FUN_007856,"619-621,709-726,1017-1018"
FUN_011241,
FUN_009647,"5736-5738,5882-5882"
FUN_002030,
FUN_005953,
FUN_005650,
FUN_009944,
FUN_007755,
FUN_016421,
FUN_001259,730-735
FUN_005741,
FUN_009855,
FUN_016530,
FUN_007644,
FUN_001348,
FUN_012139,
FUN_015759,
FUN_006528,
FUN_011350,
FUN_000024,11165-11287
FUN_007947,
FUN_009756,
FUN_002121,576-577
FUN_005842,
FUN_007807,
FUN_000164,
FUN_011181,140-265
FUN_011210,
FUN_009616,
FUN_009587,1102-1104
FUN_005902,
FUN_002061,
FUN_015619,
FUN_015588,
FUN_006468,
FUN_001199,"133-147,329-332,370-450"
FUN_001208,
FUN_012079,
FUN_005601,
FUN_005590,754-754
FUN_009915,
FUN_007704,
FUN_007495,
FUN_016470,"154-155,329-333"
FUN_000346,
FUN_011032,
FUN_002243,
FUN_009434,"253-257,286-292"
FUN_006949,
FUN_008758,
FUN_005423,
FUN_007526,
FUN_016652,
FUN_005563,"136-136,218-226"
FUN_016483,
FUN_016712,
FUN_007466,
FUN_006809,
FUN_008589,"1405-1454,1461-1481"
FUN_008618,
FUN_011172,
FUN_016811,
FUN_000206,1000-1001
FUN_000197,
FUN_002303,
FUN_002092,
FUN_009574,
FUN_000317,
FUN_000086,
FUN_011063,
FUN_002212,
FUN_002183,
FUN_009465,
FUN_005472,
FUN_007577,
FUN_016592,
FUN_016603,
FUN_006918,
FUN_008498,
FUN_008709,
FUN_006858,
FUN_008649,
FUN_005532,
FUN_016743,
FUN_007437,
FUN_016840,
FUN_011123,
FUN_000257,
FUN_002352,
FUN_009525,
FUN_008729,
FUN_006938,101-106
FUN_016623,
FUN_007557,
FUN_005452,
FUN_009445,
FUN_002232,
FUN_011043,"281-285,974-982,5002-5004"
FUN_000337,"1285-1302,2306-2308"
FUN_009694,
FUN_009505,
FUN_002372,
FUN_005980,
FUN_000277,
FUN_007885,
FUN_011103,
FUN_016860,
FUN_011292,
FUN_007786,
FUN_007417,
FUN_016763,
FUN_005683,
FUN_005512,
FUN_009997,
FUN_008669,991-991
FUN_015998,
FUN_006878,
FUN_016672,
FUN_007697,
FUN_007506,
FUN_005792,
FUN_005403,
FUN_009886,
FUN_008778,
FUN_015889,
FUN_006969,
FUN_009785,
FUN_009414,
FUN_002263,322-391
FUN_005891,
FUN_011012,59-76
FUN_011383,
FUN_000366,254-259
FUN_007994,
FUN_009554,906-908
FUN_002323,"469-471,1009-1038,1063-1068"
FUN_000226,510-512
FUN_016831,
FUN_011152,"2391-2393,3936-3938"
FUN_008638,
FUN_006829,
FUN_007446,
FUN_016732,
FUN_005543,
FUN_005862,
FUN_002290,
FUN_002101,
FUN_009776,
FUN_007967,
FUN_000395,127-138
FUN_000004,
FUN_011370,
FUN_006508,
FUN_006699,
FUN_008888,
FUN_015779,642-665
FUN_012288,
FUN_012119,
FUN_007664,
FUN_016510,
FUN_009875,
FUN_005761,
FUN_016450,
FUN_007724,799-837
FUN_009935,
FUN_005621,
FUN_012059,
FUN_001228,
FUN_015639,
FUN_002041,
FUN_005922,
FUN_009636,
FUN_011230,
FUN_000144,1375-1381
FUN_006559,
FUN_015728,
FUN_002150,
FUN_005833,
FUN_009727,
FUN_000055,
FUN_007936,526-527
FUN_011321,"2600-2611,2717-2719,6325-6327"
FUN_007635,"252-254,441-443"
FUN_016541,
FUN_009824,
FUN_012148,
FUN_001339,
FUN_012399,
FUN_012008,48-55
FUN_001279,
FUN_016401,
FUN_016790,
FUN_007775,1-1
FUN_009964,
FUN_005670,
FUN_005973,
FUN_002381,"235-255,2129-2158,2927-2944"
FUN_002010,
FUN_009667,
FUN_011261,
FUN_007876,
FUN_000284,"1-1,1413-1415"
FUN_000115,
FUN_006419,"101-103,1654-1665,2317-2322,2578-2586"
FUN_006788,
FUN_008999,
FUN_015668,
FUN_009560,
FUN_002317,
FUN_002086,
FUN_000212,
FUN_000183,
FUN_011166,
FUN_016805,
FUN_007472,
FUN_016497,
FUN_016706,
FUN_005577,
FUN_004918,
FUN_004858,
FUN_016646,
FUN_007532,
FUN_005437,
FUN_009420,414-422
FUN_002257,
FUN_011026,1-3
FUN_000352,
FUN_009531,176-178
FUN_002346,356-356
FUN_000243,
FUN_016854,
FUN_011137,
FUN_004949,64-85
FUN_007423,
FUN_016757,
FUN_005526,
FUN_016586,
FUN_016617,
FUN_007563,"1-3,729-733"
FUN_005466,
FUN_004809,
FUN_009471,
FUN_002206,
FUN_002197,
FUN_011077,854-854
FUN_000303,
FUN_000092,
FUN_016435,
FUN_007741,
FUN_009950,
FUN_005644,
FUN_003348,149-149
FUN_010139,
FUN_004528,
FUN_002024,
FUN_005947,
FUN_009653,
FUN_011255,
FUN_000121,
FUN_007842,
FUN_005807,616-618
FUN_002164,
FUN_009713,
FUN_009482,
FUN_007902,
FUN_000061,
FUN_011084,
FUN_011315,114-115
FUN_004468,
FUN_003199,
FUN_003208,
FUN_010079,88-88
FUN_007601,
FUN_007590,
FUN_016575,734-741
FUN_009810,
FUN_005704,
FUN_005495,
FUN_003088,
FUN_003319,40012-40060
FUN_010168,1152-1153
FUN_016464,
FUN_007710,
FUN_007481,
FUN_009901,
FUN_005615,
FUN_005584,
FUN_005916,1061-1062
FUN_002075,
FUN_009602,
FUN_009593,
FUN_011195,371-373
FUN_011204,
FUN_007813,1-13
FUN_000170,
FUN_004579,
FUN_004439,
FUN_002135,
FUN_005856,
FUN_009742,1154-1262
FUN_000030,
FUN_007953,
FUN_011344,
FUN_007650,
FUN_016524,
FUN_009841,756-761
FUN_005755,
FUN_003259,
FUN_010028,
FUN_002838,
FUN_010626,
FUN_001552,
FUN_003457,1388-1426
FUN_008220,
FUN_004237,
FUN_010925,
FUN_006332,
FUN_003985,
FUN_004377,
FUN_001880,
FUN_006272,
FUN_010865,849-869
FUN_001412,22-22
FUN_001783,
FUN_010766,
FUN_003517,
FUN_003686,
FUN_008360,
FUN_002978,2783-2818
FUN_010677,509-511
FUN_001503,
FUN_001692,
FUN_003406,"390-390,763-765"
FUN_003797,
FUN_008271,
FUN_002869,
FUN_011989,
FUN_015283,
FUN_003894,
FUN_004266,
FUN_010974,
FUN_001991,
FUN_006363,1-2
FUN_004326,446-447
FUN_006223,
FUN_010834,1-1
FUN_002929,
FUN_001443,256-258
FUN_010737,
FUN_003546,"488-496,941-949,2623-2629"
FUN_008331,
FUN_004104,
FUN_004295,
FUN_003867,
FUN_015270,
FUN_006001,201-203
FUN_006390,
FUN_001962,
FUN_010987,
FUN_002799,
FUN_002408,
FUN_005268,1653-1655
FUN_016019,
FUN_016388,300-300
FUN_001661,
FUN_010684,
FUN_010515,
FUN_008113,
FUN_008282,
FUN_003764,
FUN_012410,
FUN_010455,
FUN_001721,
FUN_008053,
FUN_012550,
FUN_003624,
FUN_005328,2430-2432
FUN_016159,
FUN_011739,
FUN_002548,708-708
FUN_015330,
FUN_003927,
FUN_004044,
FUN_001822,
FUN_006141,
FUN_011628,
FUN_002459,
FUN_003836,
FUN_004155,
FUN_001933,
FUN_006050,
FUN_001630,
FUN_010544,
FUN_008142,
FUN_003735,
FUN_012441,
FUN_005239,
FUN_016048,
FUN_005379,
FUN_016108,
FUN_016299,
FUN_010795,
FUN_010404,
FUN_001770,
FUN_008002,
FUN_008393,
FUN_012501,
FUN_003675,
FUN_015361,
FUN_004015,
FUN_004384,
FUN_003976,
FUN_010896,"6152-6157,6403-6405"
FUN_006110,
FUN_006281,
FUN_001873,
FUN_011768,
FUN_002688,
FUN_002519,"583-595,597-601,1016-1024"
FUN_009069,
FUN_004083,
FUN_004312,438-440
FUN_006186,
FUN_006217,14560-14562
FUN_010800,
FUN_001477,1965-1968
FUN_010703,
FUN_010492,
FUN_003572,
FUN_008094,
FUN_008305,
FUN_000818,
FUN_000958,
FUN_010643,
FUN_001537,2915-2915
FUN_003432,
FUN_008245,
FUN_004252,
FUN_010940,1723-1842
FUN_006357,
FUN_004343,1140-1141
FUN_006246,
FUN_010851,
FUN_009038,
FUN_000849,
FUN_001426,
FUN_010752,
FUN_003523,
FUN_008354,
FUN_010612,1943-1944
FUN_010583,
FUN_001566,
FUN_012486,
FUN_003463,
FUN_008185,
FUN_008214,
FUN_000909,
FUN_009178,
FUN_004192,
FUN_004203,
FUN_010911,
FUN_006097,
FUN_006306,
FUN_010430,
FUN_001744,
FUN_008036,
FUN_012535,
FUN_003641,
FUN_007248,
FUN_000428,
FUN_015355,
FUN_003942,
FUN_004021,
FUN_001847,
FUN_006124,
FUN_004161,2033-2038
FUN_003802,
FUN_006064,
FUN_001907,
FUN_000568,
FUN_007308,
FUN_007099,2655-2669
FUN_001595,
FUN_001604,
FUN_010570,902-907
FUN_008176,
FUN_003490,799-801
FUN_003701,506-508
FUN_012475,
FUN_007219,
FUN_007188,148-167
FUN_010461,
FUN_001484,
FUN_001715,
FUN_008067,3807-3815
FUN_003581,
FUN_003610,
FUN_015304,
FUN_004070,
FUN_003913,
FUN_006175,
FUN_001816,
FUN_000479,5668-5668
FUN_000539,
FUN_003853,
FUN_004130,
FUN_001956,
FUN_006035,
FUN_001655,
FUN_010521,
FUN_008127,
FUN_003750,
FUN_012424,
FUN_007359,
FUN_006025,
FUN_001946,
FUN_004120,
FUN_003843,
FUN_015254,"178-237,650-693"
FUN_000529,
FUN_007349,
FUN_003740,590-598
FUN_012434,
FUN_008137,
FUN_001645,
FUN_010531,
FUN_003600,
FUN_003591,
FUN_008077,598-598
FUN_010471,
FUN_001705,
FUN_001494,
FUN_007198,
FUN_007209,
FUN_000469,
FUN_001806,
FUN_006165,
FUN_015314,1581-1609
FUN_003903,1-1
FUN_004060,
FUN_000578,
FUN_001917,
FUN_006074,
FUN_003812,1283-1303
FUN_004171,4980-4981
FUN_003711,
FUN_003480,"3976-3978,4059-4079"
FUN_012465,
FUN_008166,
FUN_001614,105-106
FUN_001585,
FUN_010560,807-812
FUN_007089,
FUN_007318,
FUN_007258,
FUN_012525,394-402
FUN_003651,
FUN_008026,
FUN_010420,
FUN_001754,
FUN_006134,
FUN_001857,
FUN_015345,
FUN_004031,
FUN_003952,
FUN_000438,
FUN_000919,
FUN_008204,
FUN_008195,
FUN_012496,1354-1356
FUN_003473,
FUN_010593,58-62
FUN_010602,
FUN_001576,
FUN_010901,2000-2000
FUN_006316,
FUN_006087,
FUN_004213,
FUN_004182,
FUN_009168,
FUN_009028,
FUN_006256,285-285
FUN_010841,
FUN_004353,
FUN_008344,
FUN_003533,4199-4204
FUN_001436,
FUN_010742,"214-214,609-620,687-687"
FUN_000859,"1244-1246,2995-3113"
FUN_008255,
FUN_003422,"1-3,1074-1076,1352-1360,1607-1627,1892-1894"
FUN_010653,
FUN_001527,
FUN_000948,
FUN_009139,3798-3799
FUN_010950,
FUN_006347,
FUN_004242,
FUN_006207,
FUN_006196,
FUN_010810,
FUN_004302,
FUN_004093,
FUN_009079,
FUN_000808,
FUN_008315,
FUN_008084,
FUN_003562,
FUN_001467,1-6
FUN_010482,
FUN_010713,
FUN_012511,
FUN_003665,431-472
FUN_008383,
FUN_008012,
FUN_010414,113-136
FUN_010785,
FUN_001760,
FUN_016289,
FUN_016118,
FUN_005369,
FUN_002509,
FUN_002698,
FUN_011778,
FUN_010886,1604-1613
FUN_001863,711-719
FUN_006291,
FUN_006100,35-70
FUN_015371,
FUN_003966,
FUN_004394,
FUN_004005,
FUN_006040,
FUN_001923,
FUN_004145,
FUN_003826,
FUN_002449,
FUN_016058,
FUN_005229,
FUN_003725,
FUN_012451,
FUN_008152,458-478
FUN_001620,
FUN_010554,
FUN_016149,
FUN_005338,
FUN_012540,
FUN_003634,"1-3,65-67,90-91,486-487,1226-1228,5053-5058"
FUN_008043,
FUN_010445,"2760-2773,3746-3804,6786-6791"
FUN_001731,
FUN_006151,
FUN_001832,1249-1251
FUN_015320,
FUN_004054,
FUN_003937,
FUN_002558,
FUN_011729,
FUN_002418,
FUN_002789,
FUN_001972,"221-223,2227-2235"
FUN_006380,2307-2309
FUN_006011,
FUN_010997,
FUN_003877,
FUN_004285,
FUN_004114,
FUN_015260,
FUN_003774,
FUN_012400,
FUN_008292,
FUN_008103,
FUN_001671,
FUN_010505,3914-3919
FUN_010694,
FUN_016398,
FUN_016009,
FUN_005278,955-963
FUN_006233,83-91
FUN_010824,
FUN_004336,
FUN_008321,
FUN_003556,
FUN_001453,
FUN_010727,
FUN_002939,
FUN_011999,
FUN_002879,
FUN_008261,
FUN_003787,
FUN_003416,2386-2388
FUN_010667,
FUN_001682,
FUN_001513,
FUN_010964,
FUN_006373,"770-823,956-967,2877-2879"
FUN_001981,551-559
FUN_015293,
FUN_004276,
FUN_003884,1015-1020
FUN_006262,
FUN_001890,
FUN_010875,
FUN_004367,
FUN_003995,
FUN_015382,
FUN_011888,
FUN_002968,"3640-3642,5347-5347"
FUN_008370,
FUN_003696,
FUN_003507,"818-823,1322-1348"
FUN_001793,
FUN_001402,
FUN_010776,
FUN_008230,1239-1240
FUN_003447,
FUN_010636,
FUN_001542,
FUN_002828,
FUN_010935,377-403
FUN_006322,
FUN_004227,
FUN_007943,
FUN_000020,3635-3640
FUN_011354,1005-1013
FUN_009752,
FUN_005846,963-963
FUN_002125,
FUN_004429,
FUN_010038,
FUN_003249,2520-2521
FUN_005745,
FUN_009851,
FUN_007640,
FUN_016534,
FUN_005594,
FUN_005605,
FUN_009911,
FUN_016474,
FUN_007491,
FUN_007700,
FUN_010178,
FUN_003309,
FUN_003098,
FUN_004569,
FUN_011214,
FUN_011185,
FUN_000160,
FUN_007803,
FUN_009583,
FUN_009612,
FUN_002065,
FUN_005906,
FUN_004478,
FUN_000071,
FUN_007912,
FUN_011305,
FUN_011094,
FUN_009492,1343-1346
FUN_009703,
FUN_002174,
FUN_005817,
FUN_005485,
FUN_005714,
FUN_009800,
FUN_007580,
FUN_007611,309-312
FUN_016565,
FUN_010069,
FUN_003218,
FUN_003189,324-324
FUN_010129,
FUN_003358,
FUN_005654,
FUN_009940,
FUN_016425,
FUN_007751,123-125
FUN_011245,
FUN_007852,
FUN_000131,
FUN_009643,
FUN_005957,
FUN_002034,"381-383,670-689,1056-1064"
FUN_004538,
FUN_004819,
FUN_005476,
FUN_016607,
FUN_016596,
FUN_007573,
FUN_011067,
FUN_000082,
FUN_000313,
FUN_002187,
FUN_002216,
FUN_009461,
FUN_000253,
