pos,C1C5v2_C3D7v2_KaKs,C1G11_C1C5v2_KaKs,C1G11_C3D7v2_KaKs,avg_KaKs
4675,,0.138972,0.293873,0.21642250000000002
4681,,0.14356,0.300923,0.22224149999999998
4687,,0.298724,0.298724,0.298724
4693,,0.170536,0.170536,0.170536
4699,,0.17907,0.17907,0.17907
4705,,0.19177,0.19177,0.19177
4711,,0.183443,0.183443,0.183443
4717,,0.366196,0.366196,0.366196
4723,,0.359377,0.359377,0.359377
4729,,0.377585,0.377585,0.377585
4735,,0.379767,0.379767,0.379767
4741,,0.341695,0.341695,0.341695
4747,,0.380952,0.380952,0.380952
4753,,0.402635,0.402635,0.402635
